seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,sensor_module_id,timestamp_ms,tvoc,dataset,device_id,run_name,trial_id,session_id,label
81.0,0.3333333333333333,454693,1000000,25591,148352,906595,288399,122197,39704,43323,858436,608081,1000000,119123,19226,143917,137594,174013,577593,11956,26828,93329,21110,39106,322468,19665,23656,60574,337436,22230,1000000,489044,1000000,25.387777777232696,43.183888888616345,100099_3781_0700407,2021-07-08 22:17:10.921,72.69444443081741,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
84.0,0.3333333333333333,454436,1000000,25588,148108,906011,288335,122314,39702,43325,858550,608078,1000000,119131,19226,143983,137567,173881,578231,11947,26834,93339,21111,39104,322533,19666,23659,60577,337306,22228,1000000,489056,1000000,25.394261781124236,43.19,100099_3781_0700407,2021-07-08 22:17:13.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
87.0,0.3333333333333333,454268,1000000,25588,148694,906150,287871,122504,39702,43301,858482,608147,1000000,119131,19235,144103,137532,173857,578117,11955,26832,93331,21113,39111,322514,19668,23674,60593,337121,22235,1000000,488176,1000000,25.402701029255432,43.19,100099_3781_0700407,2021-07-08 22:17:16.921,72.5,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
90.0,0.3333333333333333,454197,1000000,25573,148568,906932,288383,122425,39705,43332,858219,607883,1000000,119157,19232,143788,137471,173887,576870,11950,26830,93341,21116,39103,322520,19665,23671,60570,336770,22238,1000000,488699,1000000,25.4,43.19,100099_3781_0700407,2021-07-08 22:17:19.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
93.0,0.3333333333333333,454364,1000000,25559,148441,906453,287974,122336,39704,43336,858747,608112,1000000,119150,19232,144057,137575,173961,578433,11957,26836,93314,21108,39102,322510,19676,23653,60562,336769,22236,1000000,488596,1000000,25.37002057464281,43.2099897126786,100099_3781_0700407,2021-07-08 22:17:22.921,72.00051436607019,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
96.0,0.3333333333333333,455832,1000000,25592,148452,906068,288131,122428,39714,43283,858972,608129,1000000,119155,19232,143945,137594,174060,577281,11966,26834,93328,21112,39104,322490,19675,23675,60563,337831,22239,1000000,489442,1000000,25.39909464971115,43.21,100099_3781_0700407,2021-07-08 22:17:25.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
99.0,0.3333333333333333,454070,1000000,25599,148328,905648,288240,122228,39707,43284,857948,608039,1000000,119159,19229,143916,137629,174031,578424,11969,26837,93300,21106,39101,322527,19667,23672,60580,337708,22230,1000000,490122,1000000,25.37180041124757,43.19819958875243,100099_3781_0700407,2021-07-08 22:17:28.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
102.0,0.3333333333333333,454579,1000000,25605,148530,906259,288389,122243,39703,43270,857982,608014,1000000,119171,19228,144101,137577,174027,578702,11964,26836,93321,21111,39105,322390,19666,23675,60580,337763,22231,1000000,489087,1000000,25.384468979636146,43.2,100099_3781_0700407,2021-07-08 22:17:31.921,71.36172449090361,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
105.0,0.3333333333333333,455562,1000000,25609,148861,906331,288273,122432,39710,43291,858435,607807,1000000,119151,19230,143982,137643,174021,578904,11966,26833,93315,21114,39108,322434,19668,23674,60589,336223,22232,1000000,488800,1000000,25.363820803998557,43.196179196001445,100099_3781_0700407,2021-07-08 22:17:34.921,71.19104019992785,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
108.0,0.3333333333333333,454587,1000000,25598,148586,906990,288477,122450,39714,43286,857967,607995,1000000,119166,19230,144075,137644,174056,577933,11970,26837,93333,21114,39103,322427,19668,23672,60584,336992,22242,1000000,488897,1000000,25.380566427077675,43.200566427077675,100099_3781_0700407,2021-07-08 22:17:37.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
111.0,0.3333333333333333,453782,1000000,25579,148499,906168,288184,122446,39708,43319,858632,608054,1000000,119147,19234,144125,137568,174068,578582,11962,26834,93320,21114,39112,322518,19669,23667,60569,337124,22240,1000000,489039,1000000,25.385671176854988,43.21432882314501,100099_3781_0700407,2021-07-08 22:17:40.921,73.28355884274941,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
114.0,0.3333333333333333,454451,1000000,25589,148605,905514,288632,122342,39702,43287,857717,608336,1000000,119155,19230,144141,137582,173982,578887,11965,26836,93331,21112,39108,322488,19672,23671,60619,337335,22231,1000000,489211,1000000,25.39162924304154,43.2,100099_3781_0700407,2021-07-08 22:17:43.921,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
117.0,0.3333333333333333,454576,1000000,25597,148434,905705,288359,122426,39714,43291,859080,608214,1000000,119149,19227,144028,137583,174025,579191,11972,26839,93327,21115,39109,322485,19664,23676,60607,337162,22235,1000000,490185,1000000,25.393065015205643,43.21231166159812,100099_3781_0700407,2021-07-08 22:17:46.921,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
120.0,0.3333333333333333,454982,1000000,25594,148213,906321,288474,122465,39713,43271,858533,608114,1000000,119156,19228,143785,137527,174011,578339,11962,26838,93324,21112,39103,322471,19672,23686,60604,336624,22236,1000000,489170,1000000,25.391419753025854,43.21858024697414,100099_3781_0700407,2021-07-08 22:17:49.921,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
123.0,0.3333333333333333,454519,1000000,25592,148401,906205,288268,122278,39709,43248,858631,607946,1000000,119140,19235,143843,137548,174022,580294,11972,26839,93342,21116,39106,322444,19667,23680,60608,337282,22242,1000000,489513,1000000,25.388765433128363,43.190411522290546,100099_3781_0700407,2021-07-08 22:17:52.921,74.97942388547273,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
126.0,0.3333333333333333,454786,1000000,25584,148591,906658,288622,122229,39713,43277,858764,607884,1000000,119142,19239,143824,137593,174011,578013,11960,26838,93345,21116,39109,322496,19675,23674,60640,337268,22234,1000000,489568,1000000,25.380989692698122,43.219505153650935,100099_3781_0700407,2021-07-08 22:17:55.921,74.5247423174531,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
129.0,0.3333333333333333,455255,1000000,25607,148391,906626,288419,122188,39711,43295,858996,608283,1000000,119129,19234,144131,137609,174003,579093,11976,26843,93342,21113,39112,322463,19671,23666,60578,337216,22237,1000000,489437,1000000,25.408608247562047,43.21,100099_3781_0700407,2021-07-08 22:17:58.921,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
132.0,0.3333333333333333,455330,1000000,25593,148506,906933,288256,122326,39707,43275,859404,608436,1000000,119153,19236,144010,137552,174136,577088,11969,26832,93331,21112,39107,322473,19671,23680,60592,337368,22228,1000000,489212,1000000,25.402294238905196,43.21,100099_3781_0700407,2021-07-08 22:18:01.921,74.61471194525988,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
135.0,0.3333333333333333,454158,1000000,25585,148500,906421,288150,122401,39711,43260,858223,608474,1000000,119175,19232,144151,137503,174036,578187,11967,26837,93335,21111,39105,322529,19668,23681,60579,337201,22240,1000000,489637,1000000,25.38340546119808,43.216594538801914,100099_3781_0700407,2021-07-08 22:18:04.921,75.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
138.0,0.3333333333333333,454354,1000000,25588,148411,906257,288181,122318,39707,43225,858268,608309,1000000,119140,19228,144064,137584,174105,577840,11969,26839,93332,21113,39103,322464,19666,23669,60596,336960,22233,1000000,490678,1000000,25.377420020274194,43.19,100099_3781_0700407,2021-07-08 22:18:07.921,75.21775025342743,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
141.0,0.3333333333333333,454479,1000000,25587,148718,906266,288374,122438,39711,43278,858124,608313,1000000,119150,19227,144006,137512,174023,578814,11965,26839,93333,21110,39106,322501,19662,23664,60559,337181,22237,1000000,491693,1000000,25.4,43.1852680402362,100099_3781_0700407,2021-07-08 22:18:10.921,75.23659798818967,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
144.0,0.3333333333333333,454496,1000000,25571,148593,905853,288643,122371,39705,43268,858360,608627,1000000,119136,19228,143935,137466,174134,579063,11962,26834,93332,21111,39108,322428,19664,23674,60576,337186,22231,1000000,490755,1000000,25.393786008068947,43.18621399193105,100099_3781_0700407,2021-07-08 22:18:13.921,75.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
147.0,0.3333333333333333,454871,1000000,25597,148723,905870,288571,122200,39701,43246,858488,608415,1000000,119136,19224,143969,137458,174081,578796,11968,26832,93344,21108,39105,322463,19664,23676,60579,337439,22233,1000000,490498,1000000,25.375787845759135,43.182893922879565,100099_3781_0700407,2021-07-08 22:18:16.921,75.85530385602169,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
150.0,0.3333333333333333,455195,1000000,25585,148363,906467,288562,122239,39703,43271,858023,608425,1000000,119132,19227,143948,137480,174093,578002,11980,26827,93338,21110,39105,322453,19669,23668,60553,337270,22233,1000000,489818,1000000,25.388115344479175,43.19,100099_3781_0700407,2021-07-08 22:18:19.921,74.59423277604127,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
